ID,Year,StateAbbreviation,None,D0,D1,D2,D3,D4,StatisticFormatID
1818,2011,IL,"11,561.39","44,821.16","25,706.82","11,981.56",0,0,1
1819,2011,IL,"11,600.46","44,782.09","23,201.33","15,628.40",0,0,1
1820,2011,IL,"11,600.46","44,782.09","30,731.77","15,628.40",0,0,1
1821,2011,IL,"11,810.63","44,571.91","25,642.90","11,981.56",0,0,1
1822,2011,IL,"13,219.47","43,163.07","18,393.17",0,0,0,1
1823,2011,IL,"22,241.37","34,141.18","16,983.55",0,0,0,1
1824,2011,IL,"25,802.99","30,579.56","17,342.17","8,277.78",0,0,1
1825,2011,IL,"25,806.10","30,576.45",0,0,0,0,1
1826,2011,IL,"31,734.66","24,647.88","17,247.76","8,277.78",0,0,1
1827,2011,IL,"31,734.69","24,647.85","17,247.76","8,277.78",0,0,1
1828,2011,IL,"38,506.29","17,876.26","9,332.19","5,267.35",0,0,1
1829,2011,IL,"42,057.62","14,324.92","11,136.69",0,0,0,1
1830,2011,IL,"42,057.62","14,324.92","11,136.69","5,286.54",0,0,1
1831,2011,IL,"42,473.16","13,909.38","10,546.91","5,286.54",0,0,1
1832,2011,IL,"43,283.07","13,099.48",0,0,0,0,1
1833,2011,IL,"44,268.46","12,114.08",25.75,0,0,0,1
1834,2011,IL,"45,799.89","10,582.65",25.75,0,0,0,1
1835,2011,IL,"48,417.08","7,965.47",0,0,0,0,1
1836,2011,IL,"48,421.55","7,960.99",0,0,0,0,1
1837,2011,IL,"52,485.61","3,896.94",23.58,0,0,0,1
1838,2011,IL,"53,463.35","2,919.19",0,0,0,0,1
1839,2011,IL,"56,332.46",50.08,0,0,0,0,1
1840,2011,IL,"56,366.31",16.24,0,0,0,0,1
1841,2011,IL,"56,370.84",11.7,0,0,0,0,1
1842,2011,IL,"56,371.17",11.37,0,0,0,0,1
1843,2011,IL,"56,382.55",0,0,0,0,0,1
1844,2011,IN,"10,117.01","26,082.10","6,783.66",0,0,0,1
1845,2011,IN,"11,255.59","24,943.52","3,958.01",0,0,0,1
1846,2011,IN,"19,950.56","16,248.55","2,199.65",0,0,0,1
1847,2011,IN,"2,696.13","33,502.97","4,904.73",0,0,0,1
1848,2011,IN,"2,730.77","33,468.34","4,921.20",0,0,0,1
1849,2011,IN,"20,407.26","15,791.85","1,414.09",0,0,0,1
1850,2011,IN,"21,355.64","14,843.47","1,414.09",0,0,0,1
1851,2011,IN,"24,063.58","12,135.53",0,0,0,0,1
1852,2011,IN,"24,079.92","12,119.19",0,0,0,0,1
1853,2011,IN,"24,152.25","12,046.86",0,0,0,0,1
1854,2011,IN,"29,649.15","6,549.96",0,0,0,0,1
1855,2011,IN,"32,121.81","4,077.30",626.77,0,0,0,1
1856,2011,IN,"36,089.78",109.33,0,0,0,0,1
1857,2011,IN,"36,199.11",0,0,0,0,0,1
1858,2011,IN,"6,120.89","30,078.21","15,980.12",997,0,0,1
1859,2011,IN,"6,157.41","30,041.70","14,716.28","2,599.80",0,0,1
1860,2011,IN,"6,157.41","30,041.70","19,256.46","4,519.00",0,0,1
1861,2011,IN,"6,167.96","30,031.15","15,997.51",997,0,0,1
1862,2011,IN,"6,996.25","29,202.86","7,850.60",0,0,0,1
1863,2011,IN,"7,003.16","29,195.95","5,274.64",0,0,0,1
1864,2011,IN,"9,750.91","26,448.19","10,986.21",0,0,0,1
1865,2011,KS,"11,729.71","70,557.69","62,711.74","47,080.99","30,012.81","12,722.59",1
1866,2011,KS,"11,843.73","70,443.67","62,711.74","47,079.39","30,012.81","12,667.94",1
1867,2011,KS,"11,843.73","70,443.67","63,678.51","47,363.78","29,620.28","12,598.57",1
1868,2011,KS,"11,843.73","70,443.67","63,678.51","47,880.55","30,296.83","12,476.42",1
1869,2011,KS,"11,954.13","70,333.27","43,126.63","27,874.47","11,317.03","1,605.17",1
1870,2011,KS,"12,617.41","69,669.99","60,413.39","34,689.21","14,493.01","2,285.60",1
1871,2011,KS,"12,729.00","69,558.40","41,371.29","12,499.19",0,0,1
1872,2011,KS,"13,490.51","68,796.90","53,443.27","39,388.68","22,414.62","14,505.49",1
1873,2011,KS,"13,490.51","68,796.90","54,335.69","40,136.36","23,484.46","14,505.49",1
1874,2011,KS,"13,583.25","68,704.16","30,442.18","8,025.02",0,0,1
1875,2011,KS,"14,399.55","67,887.85","36,083.07","2,861.14",0,0,1
1876,2011,KS,"14,507.91","67,779.49","23,651.90","2,861.14",0,0,1
1877,2011,KS,"14,507.91","67,779.49","36,083.07","2,861.14",0,0,1
1878,2011,KS,"16,370.28","65,917.12","52,076.80","41,057.76","26,543.68","14,505.49",1
1879,2011,KS,"16,825.02","65,462.38","54,504.44","45,155.20","28,025.44","12,476.42",1
1880,2011,KS,"16,849.44","65,437.97","31,100.57","2,924.72",0,0,1
1881,2011,KS,"16,849.44","65,437.97","31,517.73","2,924.72",0,0,1
1882,2011,KS,"17,076.65","65,210.75","54,149.18","40,801.77","21,365.58","12,476.42",1
1883,2011,KS,"18,006.37","64,281.03","53,906.94","41,599.67","26,745.74","12,476.42",1
1884,2011,KS,"19,278.26","63,009.15","47,374.59","29,730.15","9,540.38",829.34,1
1885,2011,KS,"19,285.84","63,001.56","47,187.91","29,472.99","10,424.82",861.21,1
1886,2011,KS,"19,285.84","63,001.56","47,187.91","29,472.99","10,455.47",861.21,1
1887,2011,KS,"19,485.19","62,802.21","43,026.09","27,874.47","11,317.03","1,605.17",1
1888,2011,KS,"20,187.96","62,099.44","47,046.53","29,462.94","9,545.65",861.21,1
1889,2011,KS,"20,189.40","62,098.00","54,667.21","36,875.33","18,642.37","11,974.31",1
1890,2011,KS,"21,442.51","60,844.89","27,203.84","4,495.37",0,0,1
1891,2011,KS,"21,654.06","60,633.34","41,221.40","25,265.52","11,796.90","1,207.05",1
1892,2011,KS,"22,133.58","60,153.82","52,780.46","36,436.23","19,420.97","11,974.31",1
1893,2011,KS,"22,133.58","60,153.82","52,780.46","36,875.33","18,642.37","11,974.31",1
1894,2011,KS,"22,975.31","59,312.09","51,274.00","40,963.18","26,213.01","14,365.63",1
1895,2011,KS,"23,004.39","59,283.01","41,722.75","27,552.07","11,317.03","1,605.17",1
1896,2011,KS,"23,569.76","58,717.64","51,288.04","41,057.76","26,213.01","14,365.63",1
1897,2011,KS,"23,676.25","58,611.16","51,214.91","40,382.33","19,370.74","11,974.23",1
1898,2011,KS,"24,267.64","58,019.76","43,634.33","33,308.21","14,518.04","9,523.69",1
1899,2011,KS,"27,613.85","54,673.55","40,359.44","21,005.26","10,526.56","1,309.51",1
1900,2011,KS,"27,861.05","54,426.35","40,014.37","28,277.07","14,051.56","7,126.68",1
1901,2011,KS,"34,956.58","47,330.82","38,797.33","19,099.16","10,526.56",179.35,1
1902,2011,KS,"6,109.58","76,177.82","61,730.11","44,401.70","27,011.91","14,558.37",1
1903,2011,KS,"6,990.22","75,297.19","64,875.70","33,707.28","1,183.94",147.79,1
1904,2011,KS,"7,228.97","75,058.43","44,640.95","12,335.20",0,0,1
1905,2011,KS,"7,235.57","75,051.83","37,322.03","12,421.00",970.28,0,1
1906,2011,KS,"7,235.57","75,051.83","43,931.21","12,270.40",0,0,1
1907,2011,KS,"8,399.12","73,888.28","64,875.94","40,946.74","10,166.66",174.97,1
1908,2011,KS,"8,547.69","73,739.71","37,450.25","14,743.42","1,167.96",0,1
1909,2011,KS,"8,547.69","73,739.71","50,591.27","14,729.81","1,157.15",147.79,1
1910,2011,KY,"11,635.88","28,721.48","12,518.36","1,723.58",0,0,1
1911,2011,KY,"15,508.64","24,848.73","10,875.57","3,023.50",0,0,1
1912,2011,KY,"15,659.16","24,698.21","10,902.32","3,157.41",0,0,1
1913,2011,KY,"15,659.16","24,698.21","10,902.35","3,023.50",0,0,1
1914,2011,KY,"16,097.48","24,259.88","4,681.74",0,0,0,1
1915,2011,KY,"18,193.47","22,163.89","2,327.05",0,0,0,1
1916,2011,KY,"20,299.45","20,057.91","4,296.51",0,0,0,1
1917,2011,KY,"20,299.45","20,057.91","6,512.21",0,0,0,1
1918,2011,KY,"21,070.88","19,286.49","6,677.73",0,0,0,1
1919,2011,KY,"23,271.88","17,085.48","10,875.57","3,025.95",0,0,1
1920,2011,KY,"23,803.70","16,553.66","10,875.57","3,025.95",0,0,1
1921,2011,KY,"27,783.59","12,573.78","3,153.84",0,0,0,1
1922,2011,KY,"32,325.89","8,031.48","1,390.53",0,0,0,1
1923,2011,KY,"33,293.67","7,063.69","1,465.26",0,0,0,1
1924,2011,KY,"33,567.84","6,789.53",0,0,0,0,1
1925,2011,KY,"34,996.20","5,361.17",15.56,0,0,0,1
1926,2011,KY,"35,181.52","5,175.85",491.37,0,0,0,1
1927,2011,KY,"35,199.33","5,158.03",565.85,0,0,0,1
1928,2011,KY,"36,524.62","3,832.75",0,0,0,0,1
1929,2011,KY,"36,560.98","3,796.39",0,0,0,0,1
1930,2011,KY,"36,560.98","3,796.39",565.85,0,0,0,1
1931,2011,KY,"37,477.09","2,880.28",0,0,0,0,1
1932,2011,KY,"40,307.85",49.52,0,0,0,0,1
1933,2011,KY,"40,357.37",0,0,0,0,0,1
1934,2011,LA,0,"46,909.56","38,988.93","22,185.18","14,134.05",0,1
1935,2011,LA,0,"46,909.56","38,993.62","28,148.24","17,734.67",0,1
1936,2011,LA,0,"46,909.56","40,628.97","28,148.24","17,734.67",0,1
1937,2011,LA,0,"46,909.56","41,614.76","24,169.25","15,338.48",0,1
1938,2011,LA,0,"46,909.56","41,721.79","26,847.07","16,869.21","1,500.15",1
1939,2011,LA,0,"46,909.56","41,721.79","29,663.12","16,869.21","3,033.01",1
1940,2011,LA,0,"46,909.56","42,458.53","26,743.52","15,228.33",0,1
1941,2011,LA,0,"46,909.56","42,458.53","27,700.35","15,228.33",0,1
1942,2011,LA,0,"46,909.56","43,623.80","33,560.67","17,734.67",0,1
1943,2011,LA,0,"46,909.56","44,285.14","37,828.69","26,874.30","12,784.47",1
1944,2011,LA,0,"46,909.56","44,285.14","37,846.86","26,250.54","13,223.73",1
1945,2011,LA,0,"46,909.56","44,285.14","37,846.86","26,255.32","13,223.73",1
1946,2011,LA,0,"46,909.56","44,308.56","40,355.18","27,911.97","17,663.24",1
1947,2011,LA,0,"46,909.56","44,722.88","38,422.48","19,505.01","4,461.76",1
1948,2011,LA,0,"46,909.56","44,905.72","42,367.21","28,288.74","4,857.16",1
1949,2011,LA,0,"46,909.56","45,041.80","42,543.08","28,289.77","4,869.23",1
1950,2011,LA,0,"46,909.56","45,252.52","35,623.48","16,397.45","3,033.01",1
1951,2011,LA,0,"46,909.56","46,909.56","43,488.79","32,828.90","9,621.85",1
1952,2011,LA,0,"46,909.56","46,909.56","43,488.79","32,914.76","12,898.95",1
1953,2011,LA,0,"46,909.56","46,909.56","44,177.81","26,874.30","8,622.34",1
1954,2011,LA,0,"46,909.56","46,909.56","45,490.49","42,274.23","29,787.92",1
1955,2011,LA,0,"46,909.56","46,909.56","45,490.49","42,274.23","29,879.09",1
1956,2011,LA,0,"46,909.56","46,909.56","45,490.49","42,274.23","30,462.23",1
1957,2011,LA,0,"46,909.56","46,909.56","46,909.56","38,837.70","15,671.95",1
1958,2011,LA,0,"46,909.56","46,909.56","46,909.56","40,425.01","19,599.50",1
1959,2011,LA,0,"46,909.56","46,909.56","46,909.56","42,695.85","30,009.65",1
1960,2011,LA,1.2,"46,908.36","42,145.91","23,690.51","19,061.58","16,589.01",1
1961,2011,LA,1.2,"46,908.36","46,491.89","29,809.38","23,508.62","19,077.39",1
1962,2011,LA,1.2,"46,908.36","46,491.89","29,854.19","23,501.18","19,077.39",1
1963,2011,LA,1.2,"46,908.36","46,495.87","29,582.03","23,580.26","19,056.38",1
1964,2011,LA,"2,614.45","44,295.11","39,121.82","26,957.93","7,497.06","1,924.80",1
1965,2011,LA,"2,901.36","44,008.21","32,744.22","23,685.98","19,061.58","16,589.01",1
1966,2011,LA,"20,231.23","26,678.33","20,909.17","16,163.84","12,834.89","7,786.43",1
1967,2011,LA,"21,055.22","25,854.34","20,840.73","16,859.12","12,729.17","7,977.48",1
1968,2011,LA,"21,281.33","25,628.24","20,840.73","16,859.12","12,729.17","7,677.06",1
1969,2011,LA,"3,394.40","43,515.16","28,632.31","19,613.60","16,952.15","11,352.02",1
1970,2011,LA,"3,394.40","43,515.16","30,213.62","23,685.98","19,061.58","16,589.01",1
1971,2011,LA,"4,031.21","42,878.35","37,549.95","26,294.29","16,684.38",0,1
1972,2011,LA,"4,031.21","42,878.35","37,549.95","26,571.44","16,650.19",0,1
1973,2011,LA,"4,089.52","42,820.04","35,255.28","20,473.83","7,923.55",0,1
1974,2011,LA,"4,089.52","42,820.04","35,255.28","20,710.61","7,923.55",0,1
1975,2011,LA,"4,089.52","42,820.04","36,740.88","25,779.82","13,122.52",0,1
1976,2011,LA,"4,089.52","42,820.04","37,451.48","26,465.94","16,591.67",0,1
1977,2011,LA,424.76,"46,484.81","41,936.83","24,356.90","19,906.58","7,393.84",1
1978,2011,LA,670.63,"46,238.94","42,391.42","30,395.39","15,270.23","3,533.90",1
1979,2011,LA,670.63,"46,238.94","42,391.42","30,395.39","15,270.23","3,685.76",1
1980,2011,LA,804.4,"46,105.16","42,391.42","30,395.39","15,270.23","3,685.76",1
1981,2011,LA,"9,745.96","37,163.60","34,366.49","28,741.70","14,589.13","5,231.35",1
1982,2011,LA,"9,745.96","37,163.60","34,366.49","28,741.70","14,620.78","6,080.15",1
1983,2011,MA,"8,131.46",5.71,0,0,0,0,1
1984,2011,MA,"8,137.17",0,0,0,0,0,1
1985,2011,MD,"1,227.16","8,578.65","2,477.82",969.88,0,0,1
1986,2011,MD,"1,344.50","8,461.31","2,255.46",528.21,0,0,1
1987,2011,MD,"1,390.31","8,415.50","2,312.31",705.46,0,0,1
1988,2011,MD,"1,912.23","7,893.58",0,0,0,0,1
1989,2011,MD,"1,935.96","7,869.85",0,0,0,0,1
1990,2011,MD,"1,952.41","7,853.40",0,0,0,0,1
1991,2011,MD,"2,076.95","7,728.86",0,0,0,0,1
1992,2011,MD,"3,013.15","6,792.66","2,477.82",0,0,0,1
1993,2011,MD,"3,234.73","6,571.08","1,719.29",0,0,0,1
1994,2011,MD,"3,583.25","6,222.56","2,470.86",0,0,0,1
1995,2011,MD,"3,605.62","6,200.19","2,477.82",0,0,0,1
1996,2011,MD,432.63,"9,373.18","8,239.21",528.21,0,0,1
1997,2011,MD,"5,336.27","4,469.53","1,739.95",0,0,0,1
1998,2011,MD,609.19,"9,196.62","2,255.46",528.21,0,0,1
1999,2011,MD,"7,367.30","2,438.51",0,0,0,0,1
2000,2011,MD,"7,591.83","2,213.98",0,0,0,0,1
2001,2011,MD,"7,596.34","2,209.47","1,364.79",0,0,0,1
2002,2011,MD,"7,596.48","2,209.33","1,092.18",0,0,0,1
2003,2011,MD,"7,878.90","1,926.91",6.42,0,0,0,1
2004,2011,MD,"8,245.69","1,560.12",0,0,0,0,1
2005,2011,MD,"8,948.59",857.22,0,0,0,0,1
2006,2011,MD,864.66,"8,941.15","1,754.24",0,0,0,1
2007,2011,MD,"9,083.32",722.49,0,0,0,0,1
2008,2011,MD,"9,153.88",651.93,0,0,0,0,1
2009,2011,MD,"9,241.18",564.63,0,0,0,0,1
2010,2011,MD,"9,313.93",491.88,0,0,0,0,1
2011,2011,MD,"9,325.09",480.72,0,0,0,0,1
2012,2011,MD,"9,805.81",0,0,0,0,0,1
2013,2011,ME,"23,625.42","8,844.44",0,0,0,0,1
2014,2011,ME,"25,827.63","6,642.23",0,0,0,0,1
2015,2011,ME,"29,140.79","3,329.07",0,0,0,0,1
2016,2011,ME,"32,469.86",0,0,0,0,0,1
2017,2011,MI,"28,430.19","29,727.36",0,0,0,0,1
2018,2011,MI,"34,208.43","23,949.13",0,0,0,0,1
2019,2011,MI,"34,307.29","23,850.27","12,613.60",0,0,0,1
2020,2011,MI,"34,347.73","23,809.82",0,0,0,0,1
2021,2011,MI,"34,347.73","23,809.82","12,425.87",0,0,0,1
2022,2011,MI,"34,960.72","23,196.84","12,380.02",0,0,0,1
2023,2011,MI,"36,452.10","21,705.46",0,0,0,0,1
2024,2011,MI,"36,452.10","21,705.46","12,380.02",0,0,0,1
2025,2011,MI,"37,279.92","20,877.64","3,809.13","1,321.31",0,0,1
2026,2011,MI,"37,279.92","20,877.64","3,809.13",900.01,0,0,1
2027,2011,MI,"39,008.72","19,148.84",0,0,0,0,1
2028,2011,MI,"39,043.54","19,114.02","3,809.13","1,321.31",0,0,1
2029,2011,MI,"39,299.37","18,858.19","2,208.70",0,0,0,1
2030,2011,MI,"39,466.78","18,690.78","2,208.70",0,0,0,1
2031,2011,MI,"41,905.29","16,252.27","1,584.04",0,0,0,1
2032,2011,MI,"42,682.12","15,475.43",106.75,0,0,0,1
2033,2011,MI,"44,050.05","14,107.51",0,0,0,0,1
2034,2011,MI,"45,706.06","12,451.49","1,946.26",282.52,0,0,1
2035,2011,MI,"45,923.82","12,233.74","1,946.26",282.52,0,0,1
2036,2011,MI,"49,810.93","8,346.62","1,405.19",0,0,0,1
2037,2011,MI,"50,416.28","7,741.28","1,405.19",0,0,0,1
2038,2011,MI,"53,723.89","4,433.67",0,0,0,0,1
2039,2011,MI,"55,022.22","3,135.34",106.75,0,0,0,1
2040,2011,MI,"55,030.75","3,126.80",106.75,0,0,0,1
2041,2011,MI,"56,437.06","1,720.50",0,0,0,0,1
2042,2011,MI,"56,437.10","1,720.46",0,0,0,0,1
2043,2011,MI,"57,646.38",511.17,0,0,0,0,1
2044,2011,MI,"58,157.56",0,0,0,0,0,1
2045,2011,MN,"16,498.47","67,882.72","27,444.38","14,562.61",0,0,1
2046,2011,MN,"16,874.32","67,506.86","26,821.48","12,531.78",0,0,1
2047,2011,MN,"17,537.46","66,843.72","27,373.27","13,334.84",0,0,1
2048,2011,MN,"21,588.31","62,792.87","22,365.65","10,360.53",0,0,1
2049,2011,MN,"40,854.94","43,526.24","16,248.62","3,864.30",0,0,1
2050,2011,MN,408.21,"83,972.97","33,500.90","15,973.20",0,0,1
2051,2011,MN,408.21,"83,972.97","34,240.97","17,505.15",0,0,1
2052,2011,MN,413.72,"83,967.46","43,574.56","20,315.74",0,0,1
2053,2011,MN,"46,087.23","38,293.95","16,248.62","3,864.30",0,0,1
2054,2011,MN,"47,838.62","36,542.57","14,034.32","3,864.30",0,0,1
2055,2011,MN,"49,085.31","35,295.88","3,755.99","2,188.65",0,0,1
2056,2011,MN,"63,501.99","20,879.20","2,745.11",0,0,0,1
2057,2011,MN,663.12,"83,718.06","48,478.50","20,315.74",0,0,1
2058,2011,MN,681.2,"83,699.98","47,828.26","20,315.74",0,0,1
2059,2011,MN,"71,106.88","13,274.30",0,0,0,0,1
2060,2011,MN,"77,625.16","6,756.02",0,0,0,0,1
2061,2011,MN,"80,232.00","4,149.18",0,0,0,0,1
2062,2011,MN,"80,232.00","4,149.18",864.08,0,0,0,1
2063,2011,MN,"80,262.86","4,118.32",0,0,0,0,1
2064,2011,MN,"80,262.86","4,118.32","1,494.80",0,0,0,1
2065,2011,MN,"80,367.95","4,013.23","1,481.30",0,0,0,1
2066,2011,MN,"83,732.62",648.56,0,0,0,0,1
2067,2011,MN,"84,381.18",0,0,0,0,0,1
2068,2011,MO,"16,735.35","52,982.71","16,901.74","2,616.04",0,0,1
2069,2011,MO,"17,953.53","51,764.53","15,613.31","2,539.95",0,0,1
2070,2011,MO,"19,901.37","49,816.69","15,403.40","2,616.04",0,0,1
2071,2011,MO,"20,929.91","48,788.15","36,982.75","10,156.60",225.22,0,1
2072,2011,MO,"20,929.91","48,788.15","36,982.75","3,034.35",0,0,1
2073,2011,MO,"21,595.02","48,123.04","33,348.84","1,721.34",0,0,1
2074,2011,MO,"22,875.15","46,842.91","33,215.33","1,721.34",0,0,1
2075,2011,MO,"26,723.89","42,994.17","26,713.75","9,737.17",0,0,1
2076,2011,MO,"27,842.91","41,875.15","16,215.30","7,202.85",0,0,1
2077,2011,MO,"28,395.12","41,322.94","14,573.25","6,032.88",0,0,1
2078,2011,MO,"28,664.95","41,053.11","15,716.24","5,070.03",0,0,1
2079,2011,MO,"28,664.95","41,053.11","18,376.18","5,967.07",0,0,1
2080,2011,MO,"28,792.03","40,926.03","17,188.52","5,967.07",0,0,1
2081,2011,MO,"28,830.90","40,887.16","17,205.30","4,162.45",0,0,1
2082,2011,MO,"29,077.67","40,640.39","15,939.07","6,206.75",0,0,1
2083,2011,MO,"31,310.90","38,407.16","11,759.77","2,985.13",0,0,1
2084,2011,MO,"34,238.21","35,479.85","8,576.93",0,0,0,1
2085,2011,MO,"34,463.02","35,255.04","9,527.97","3,228.14","1,448.22",0,1
2086,2011,MO,"34,463.02","35,255.04","9,527.97","3,252.33",0,0,1
2087,2011,MO,"35,385.06","34,333.00","4,297.23",0,0,0,1
2088,2011,MO,"38,480.24","31,237.82","15,650.24","6,032.88",0,0,1
2089,2011,MO,"40,762.44","28,955.62","4,758.15",0,0,0,1
2090,2011,MO,"41,788.58","27,929.48","3,992.44",0,0,0,1
2091,2011,MO,"45,016.31","24,701.75","7,080.36","3,396.91","1,448.22",0,1
2092,2011,MO,"45,016.31","24,701.75","7,805.89","3,228.14","1,448.22",0,1
2093,2011,MO,"50,457.92","19,260.14",888.14,0,0,0,1
2094,2011,MO,"50,466.75","19,251.31",888.14,0,0,0,1
2095,2011,MO,"60,147.06","9,571.00",66.94,0,0,0,1
2096,2011,MO,"60,396.16","9,321.90",478.38,0,0,0,1
2097,2011,MO,"60,405.24","9,312.82",0,0,0,0,1
2098,2011,MO,"60,423.18","9,294.88",0,0,0,0,1
2099,2011,MO,"60,429.78","9,288.28",0,0,0,0,1
2100,2011,MO,"62,451.25","7,266.81",0,0,0,0,1
2101,2011,MO,"63,613.44","6,104.62",0,0,0,0,1
2102,2011,MO,"63,959.00","5,759.06",0,0,0,0,1
2103,2011,MO,"65,690.90","4,027.16",0,0,0,0,1
2104,2011,MO,"66,567.95","3,150.11",0,0,0,0,1
2105,2011,MO,"69,711.96",6.1,0,0,0,0,1
2106,2011,MO,"69,717.20",0.86,0,0,0,0,1
2107,2011,MO,"69,718.06",0,0,0,0,0,1
2108,2011,MS,0,"47,714.28","23,382.44","6,816.94",0,0,1
2109,2011,MS,0,"47,714.28","47,444.68","11,115.46",0,0,1
2110,2011,MS,0,"47,714.28","47,714.28","11,454.47",0,0,1
2111,2011,MS,0,"47,714.28","47,714.28","2,207.08",0,0,1
2112,2011,MS,"10,122.56","37,591.72","27,983.09","11,457.40","3,756.83",0,1
2113,2011,MS,"11,693.74","36,020.54","20,223.98","9,939.69","1,114.71",0,1
2114,2011,MS,"11,893.78","35,820.50","15,778.96","3,138.27",0,0,1
2115,2011,MS,"11,952.57","35,761.71","13,965.72","4,350.97","2,143.35",0,1
2116,2011,MS,"11,952.57","35,761.71","15,868.33","7,682.27","2,846.43",0,1
2117,2011,MS,"13,659.28","34,055.00","23,382.44","6,816.94",0,0,1
2118,2011,MS,"14,127.51","33,586.77","21,100.98","13,317.27","3,808.64",386.08,1
2119,2011,MS,"14,987.29","32,726.99","15,019.57","3,472.60",22.51,0,1
2120,2011,MS,"15,088.48","32,625.80","15,065.30","6,070.04",22.51,0,1
2121,2011,MS,"15,102.99","32,611.28","15,039.19","6,070.04",22.51,0,1
2122,2011,MS,"17,943.22","29,771.06","10,857.24","3,404.92","1,695.62",0,1
2123,2011,MS,"17,943.22","29,771.06","10,978.17","3,404.92","1,694.80",0,1
2124,2011,MS,"18,156.56","29,557.72","16,612.25","3,470.76",3.27,0,1
2125,2011,MS,"18,190.71","29,523.57","16,612.25","3,470.76",3.27,0,1
2126,2011,MS,"18,190.71","29,523.57","16,939.48","5,254.56",224.85,0,1
2127,2011,MS,"18,973.94","28,740.34","8,926.13","3,404.92","2,035.31",0,1
2128,2011,MS,"2,683.60","45,030.68","26,295.45","5,367.07",0,0,1
2129,2011,MS,"2,683.60","45,030.68","26,307.95","5,454.68",0,0,1
2130,2011,MS,"21,019.07","26,695.20","13,221.70",0,0,0,1
2131,2011,MS,"21,060.00","26,654.28","13,302.64",0,0,0,1
2132,2011,MS,"21,079.92","26,634.36","13,220.05",0,0,0,1
2133,2011,MS,"22,084.23","25,630.04","7,198.08",9.37,0,0,1
2134,2011,MS,"29,923.56","17,790.72","7,198.08",9.37,0,0,1
2135,2011,MS,"30,103.53","17,610.75","2,918.02",0,0,0,1
2136,2011,MS,"33,569.74","14,144.54","1,097.78",0,0,0,1
2137,2011,MS,"33,858.98","13,855.30","4,576.29",0,0,0,1
2138,2011,MS,"37,968.11","9,746.17","6,609.55",9.37,0,0,1
2139,2011,MS,"38,003.15","9,711.12","1,091.70",0,0,0,1
2140,2011,MS,"39,194.27","8,520.01","1,091.70",0,0,0,1
2141,2011,MS,"4,636.95","43,077.33","18,745.12","3,758.38",32.08,0,1
2142,2011,MS,"4,636.95","43,077.33","19,063.97","2,207.08",0,0,1
2143,2011,MS,"4,743.47","42,970.80","14,904.59","3,701.76",32.08,0,1
2144,2011,MS,"43,291.22","4,423.05","1,131.26",32.45,0,0,1
2145,2011,MS,"43,494.83","4,219.44","1,131.26",32.45,0,0,1
2146,2011,MS,"44,493.29","3,220.99","1,092.27",0,0,0,1
2147,2011,MS,"5,276.02","42,438.25","25,764.25","5,297.86",0,0,1
2148,2011,MS,"5,276.02","42,438.25","25,764.25","5,454.68",0,0,1
2149,2011,MS,"6,211.17","41,503.10","28,353.99","17,707.69","10,608.42","3,792.65",1
2150,2011,MS,"7,742.00","39,972.28","27,983.09","14,666.67","10,608.42","3,855.61",1
2151,2011,MS,"7,743.43","39,970.85","27,983.09","14,666.67","10,608.42","3,855.61",1
2152,2011,MS,"7,777.95","39,936.33","27,983.09","11,457.40","3,754.67",0,1
2153,2011,MS,"7,785.66","39,928.62","27,983.09","14,666.67","10,608.42","3,855.61",1
2154,2011,MS,"9,023.82","38,690.46","24,387.98","4,790.80",0,0,1
2155,2011,MS,"9,756.25","37,958.03","18,873.72","8,212.12",316.27,0.54,1
2156,2011,MS,"9,954.79","37,759.49","16,966.94","6,935.63",224.85,0,1
2157,2011,MT,"137,879.03","9,209.29",0,0,0,0,1
2158,2011,MT,"142,388.07","4,700.25",0,0,0,0,1
2159,2011,MT,"142,390.96","4,697.36",0,0,0,0,1
2160,2011,MT,"142,437.10","4,651.22",0,0,0,0,1
2161,2011,MT,"143,317.08","3,771.23",0,0,0,0,1
2162,2011,MT,"146,051.38","1,036.94",0,0,0,0,1
2163,2011,MT,"146,235.17",853.15,0,0,0,0,1
2164,2011,MT,"147,088.32",0,0,0,0,0,1
2165,2011,MT,"75,350.20","71,738.12",0,0,0,0,1
2166,2011,MT,"76,166.69","70,921.63",0,0,0,0,1
2167,2011,NC,"10,396.67","38,871.91","25,790.59","11,802.66",0,0,1
2168,2011,NC,"10,396.67","38,871.91","25,820.94","11,802.66",0,0,1
2169,2011,NC,"11,432.63","37,835.96","24,022.38","10,143.23",0,0,1
2170,2011,NC,"11,753.03","37,515.55","19,167.28","6,863.92",0,0,1
2171,2011,NC,"11,753.03","37,515.55","19,392.27","6,863.92",0,0,1
2172,2011,NC,"12,262.70","37,005.88","18,904.44","6,863.92",0,0,1
2173,2011,NC,"13,466.56","35,802.02","18,736.64","10,143.23",0,0,1
2174,2011,NC,"14,098.70","35,169.88","14,364.62",0,0,0,1
2175,2011,NC,"14,229.18","35,039.40","26,660.90","16,022.95","6,083.39",0,1
2176,2011,NC,"14,811.98","34,456.60","24,444.89","14,109.90","5,356.48",0,1
2177,2011,NC,"15,135.49","34,133.09","26,632.48","14,479.38","5,203.22",0,1
2178,2011,NC,"15,365.74","33,902.84","26,451.77","16,022.95","5,203.22",0,1
